Stark.csv
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
InfantryUnit,Footman,10
